Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,WBC..x103.uL.,RBC..x106.uL.,HGB..g.dL.,HCT....,MCV..fL.,MCH..pg.,MCHC..g.dL.,Plt..x103.uL.,MPV..fL.,X.Retic,X.Retic.109cells.l.,X.Neut,X.LYMPH,X.MONO,X.EOS,X.BASO,X.LUC,X.NEUT.103cells.uL.,X.LYMPH.103cells.uL.,X.MONO.103cells.uL.,X.EOS.103cells.uL.,X.BASO.103cells.uL.,X.LUC.103cells.uL.,CHCM.g.dL.,Tube.A..plasma.vl.,Plasma.Box.ID
DO.0200,F,G10,LGDO-F-40,5/15/2012,12/10/2013,574,Bld-2 83wks,37.86,20.27,11.52,15.8,47.5,41.2,13.7,33.3,716,4.7,3.2,368.3,13.9,78,1.8,4.7,0.7,0.9,2.81,15.82,0.37,0.95,0.14,0.19,31,NA,
DO.0201,F,G10,LGDO-F-41,5/15/2012,12/17/2013,581,Bld-2 83wks,31.71,6.76,10.45,15.2,46.4,44,14.5,32.8,1088,4.9,5.1,529.3,19.7,74.2,2.7,2.3,0.2,0.8,1.33,5.02,0.19,0.16,0.01,0.05,31.5,NA,
DO.0202,F,G10,LGDO-F-41,5/15/2012,12/17/2013,581,Bld-2 83wks,27.41,6.09,11.53,16.1,48.9,42,14,33,1525,5.6,3.1,354.6,22.3,71.8,1.7,2.6,0.3,1.3,1.36,4.37,0.1,0.16,0.02,0.08,30.9,NA,
DO.0203,F,G10,LGDO-F-41,5/18/2012,12/17/2013,578,Bld-2 83wks,32.18,5,10.98,14.6,46.3,42,13.3,31.5,1227,4.9,2.9,313.6,22.2,67.7,3,6,0.2,0.9,1.11,3.39,0.15,0.3,0.01,0.04,29.5,NA,
DO.0204,F,G10,LGDO-F-41,5/15/2012,12/17/2013,581,Bld-2 83wks,29.33,7.18,11.08,15.8,49.7,45,14.3,31.8,2230,4.7,3,329.7,23.2,71,1,3.4,0.3,1,1.66,5.1,0.07,0.25,0.02,0.07,31.4,NA,
DO.0205,F,G10,LGDO-F-41,5/15/2012,12/17/2013,581,Bld-2 83wks,27.55,2.88,8.75,13.1,39.5,45,15,33.1,1257,4.9,3.2,281.2,39.2,47.4,5.7,6.1,0.8,1.6,1.13,1.36,0.16,0.18,0.02,0.05,31.4,NA,
DO.0206,F,G10,LGDO-F-42,5/16/2012,12/17/2013,580,Bld-2 83wks,39.05,10.35,10.73,16.4,51.6,48,15.3,31.8,1273,5.4,4,432.4,9.3,85.9,1,2.2,0.3,1.3,0.96,8.89,0.1,0.23,0.04,0.13,30,NA,
DO.0207,F,G10,LGDO-F-42,5/15/2012,12/17/2013,581,Bld-2 83wks,27.69,12.04,11.47,17.8,51.8,45,15.5,34.2,1477,5.2,4,457.9,17.1,69.7,2.2,9.6,0.5,0.9,2.06,8.39,0.27,1.15,0.06,0.11,32.2,NA,
DO.0209,F,G10,LGDO-F-42,5/15/2012,12/17/2013,581,Bld-2 83wks,49.99,7.12,9.4,14,41.8,45,14.9,33.4,774,5.6,3.7,349.7,24,71.4,2.1,1.2,0.4,0.8,1.71,5.09,0.15,0.09,0.03,0.06,31.8,NA,
DO.0210,F,G10,LGDO-F-42,5/15/2012,12/17/2013,581,Bld-2 83wks,23.76,5.48,9.8,12.9,40.6,41,13.1,31.7,1200,5.2,4.5,439.1,27,35.1,3.2,30,0.4,4.4,1.48,1.92,0.17,1.64,0.02,0.24,29.7,NA,
DO.0212,F,G10,LGDO-F-43,5/17/2012,12/17/2013,579,Bld-2 83wks,31.06,5.82,10.66,16.4,49.3,46,15.4,33.3,1165,6,3,323.4,21.4,67.6,2.5,7.1,0.3,1.1,1.25,3.94,0.15,0.42,0.02,0.06,31.2,NA,
DO.0214,F,G10,LGDO-F-43,5/16/2012,12/17/2013,580,Bld-2 83wks,24.36,7.81,7.93,12.1,39,49,15.2,31,1389,6,5.4,430.6,26.8,67.5,2.3,1.9,0.3,1.2,2.1,5.27,0.18,0.15,0.02,0.1,29.8,NA,
DO.0215,F,G10,LGDO-F-43,5/14/2012,12/17/2013,582,Bld-2 83wks,21.3,8.96,8.65,14.6,50.6,59,16.9,28.9,1859,5.4,13.2,1142,30.9,64.1,1.4,2.6,0.3,0.8,2.77,5.74,0.12,0.23,0.03,0.07,27.2,NA,
DO.0216,F,G10,LGDO-F-44,5/18/2012,12/17/2013,578,Bld-2 83wks,48.2,3.23,10.91,16.8,51.7,47,15.4,32.4,1158,5.2,3.7,408.1,19.4,68.1,4.6,6.8,0.6,0.5,0.63,2.2,0.15,0.22,0.02,0.02,30.1,NA,
DO.0217,F,G10,LGDO-F-44,5/17/2012,12/17/2013,579,Bld-2 83wks,36.82,10.98,10.01,14.8,45.4,45,14.8,32.7,1632,5,4.5,446.1,40,53.6,2.8,2.1,0.3,1.1,4.4,5.89,0.3,0.23,0.04,0.13,31.3,NA,
DO.0218,F,G10,LGDO-F-44,5/14/2012,12/17/2013,582,Bld-2 83wks,32.79,6.82,11.37,16.4,49.7,44,14.4,33,912,5.2,3.1,349.5,26.4,68.4,1.9,2.1,0.4,0.8,1.8,4.66,0.13,0.15,0.03,0.06,30.8,NA,
DO.0219,F,G10,LGDO-F-44,5/13/2012,12/17/2013,583,Bld-2 83wks,47.96,6.1,10.6,16.4,48.3,46,15.5,34,237,7.2,3,320.4,29.3,47.9,21.2,0.8,0.3,0.6,1.78,2.92,1.29,0.05,0.02,0.04,31.6,NA,
DO.0220,F,G10,LGDO-F-44,5/10/2012,12/17/2013,586,Bld-2 83wks,40.31,7.47,10.73,15.5,48.9,46,14.4,31.6,1226,5.3,3.3,351.5,15.3,77.2,2.1,4.3,0.4,0.7,1.14,5.76,0.16,0.32,0.03,0.05,30,NA,
DO.0221,F,G10,LGDO-F-45,5/15/2012,12/24/2013,588,Bld-2 83wks,26.14,4.88,9.57,15.5,48.2,50.4,16.2,32.2,893,4.4,3.81,364.4,23.1,69.6,1.8,3.7,0.4,1.4,1.13,3.4,0.09,0.18,0.02,0.07,30,NA,
DO.0222,F,G10,LGDO-F-45,5/14/2012,12/24/2013,589,Bld-2 83wks,32.16,5.85,11.03,15.9,48.9,44.3,14.4,32.6,1026,4.2,3.95,435.5,11.7,81.4,3.4,2.6,0.3,0.5,0.69,4.76,0.2,0.15,0.02,0.03,30.8,NA,
DO.0223,F,G10,LGDO-F-45,5/15/2012,12/24/2013,588,Bld-2 83wks,27.59,6.53,10.26,16.9,50.7,49.4,16.5,33.4,918,4.8,1.84,188.7,14.8,77.2,1.7,5.2,0.4,0.6,0.96,5.04,0.11,0.34,0.03,0.04,30.8,NA,
DO.0224,F,G10,LGDO-F-45,5/15/2012,12/24/2013,588,Bld-2 83wks,41.26,9.76,10.33,16.1,47.6,46.1,15.6,33.9,1135,4.5,2.82,291.6,11,83,2.2,2.4,0.3,1.2,1.07,8.1,0.21,0.23,0.03,0.12,31.8,NA,
DO.0225,F,G10,LGDO-F-45,5/15/2012,12/24/2013,588,Bld-2 83wks,35.1,4.95,6.25,9.9,32.1,51.3,15.9,31,676,4.9,6.27,391.8,54.5,38.8,1.4,1.7,3.7,3.6,2.7,1.92,0.07,0.08,0.19,0.18,29.5,NA,
DO.0226,F,G10,LGDO-F-46,5/15/2012,12/24/2013,588,Bld-2 83wks,28.15,6.18,10.64,16.2,48.8,45.9,15.2,33.1,987,4.4,3.66,389.5,18.9,73.9,2.9,3.4,0.4,0.5,1.17,4.57,0.18,0.21,0.02,0.03,31.7,NA,
DO.0227,F,G10,LGDO-F-46,5/15/2012,12/24/2013,588,Bld-2 83wks,35.94,3.06,9.51,13.3,41.8,44,14,31.8,1705,4.5,3.26,310.3,30,62.2,1.8,2.2,1.1,2.7,0.92,1.91,0.05,0.07,0.03,0.08,30.3,NA,
DO.0228,F,G10,LGDO-F-46,5/14/2012,12/24/2013,589,Bld-2 83wks,27.28,14.11,4.24,6.4,25.5,60.1,15.1,25.2,2147,5.5,14.19,602,64.2,24.8,1.2,5,0.4,4.4,9.06,3.49,0.17,0.71,0.05,0.63,24.1,NA,
DO.0229,F,G10,LGDO-F-46,5/15/2012,12/24/2013,588,Bld-2 83wks,22.91,12.31,11.65,15.8,50.4,43.2,13.5,31.3,1142,4.3,3.74,436.3,13.9,79,2.1,3.7,0.4,0.9,1.71,9.72,0.25,0.46,0.05,0.11,29.2,NA,
DO.0230,F,G10,LGDO-F-46,5/15/2012,12/24/2013,588,Bld-2 83wks,38.28,10.38,10.01,15.2,46.2,46.1,15.2,32.9,1468,4.4,3.71,371.3,6.8,88.6,1.8,1.4,0.5,0.9,0.71,9.2,0.19,0.15,0.05,0.09,31.2,NA,
DO.0231,F,G10,LGDO-F-47,5/14/2012,12/24/2013,589,Bld-2 83wks,54.28,7.01,10.64,16,51.1,48,15,31.3,1121,4.4,3.1,329.5,20.8,72.6,1.5,3.8,0.5,0.8,1.46,5.09,0.11,0.27,0.04,0.06,29.4,NA,
DO.0232,F,G10,LGDO-F-47,5/11/2012,12/24/2013,592,Bld-2 83wks,35.99,7.35,10.19,16.5,48.5,47.6,16.2,33.9,1020,4.7,2.61,265.4,20.2,72.6,2.3,3.5,0.4,0.9,1.49,5.34,0.17,0.26,0.03,0.07,32,NA,
DO.0233,F,G10,LGDO-F-47,5/14/2012,12/24/2013,589,Bld-2 83wks,20.48,5.97,11.12,16.4,50.7,45.6,14.7,32.3,1660,4.6,2.3,255.4,20.1,75.1,1.7,1.9,0.4,0.8,1.2,4.48,0.1,0.12,0.03,0.05,30.3,NA,
DO.0237,F,G10,LGDO-F-48,5/14/2012,12/24/2013,589,Bld-2 83wks,52.68,3.88,11.36,16.1,49.7,43.7,14.2,32.4,1006,4.3,3.92,445.2,15.4,79.9,2,1.2,0.5,1,0.6,3.1,0.08,0.05,0.02,0.04,30.3,NA,
DO.0238,F,G10,LGDO-F-48,5/16/2012,12/24/2013,587,Bld-2 83wks,27.99,10.38,11.3,16.5,49.4,43.7,14.6,33.4,870,4.4,2.11,239,9.1,83.6,0.8,5.3,0.3,0.9,0.94,8.69,0.08,0.55,0.03,0.09,31.5,NA,
DO.0239,F,G10,LGDO-F-48,5/14/2012,12/24/2013,589,Bld-2 83wks,34.3,5.2,11.19,16.8,52.5,46.9,15,32,1013,4.5,2.2,245.8,17.6,67.3,4.1,9.7,0.5,0.7,0.92,3.5,0.21,0.5,0.03,0.04,30.5,NA,
DO.0240,F,G10,LGDO-F-48,5/16/2012,12/24/2013,587,Bld-2 83wks,42.65,7.5,11.27,16.6,51.4,45.6,14.7,32.2,1193,4.4,3.09,348.2,12.9,81.9,2.5,1.3,0.4,1.1,0.97,6.14,0.19,0.1,0.03,0.08,30.2,NA,
DO.0241,M,G7,LGDO-M-01,6/22/2011,1/22/2013,580,Bld-2 83wks,51.92,9.89,10.97,16.7,51,46.5,15.2,32.7,1287,4.9,2.92,319.9,25.7,68.3,3.1,1.7,0.3,0.8,2.55,6.76,0.31,0.17,0.03,0.08,31.4,NA,
DO.0242,M,G7,LGDO-M-01,6/21/2011,1/22/2013,581,Bld-2 83wks,38.07,13.27,10.78,15.9,48.7,45.2,14.7,32.6,674,5.4,3.38,364.7,18.7,76.3,1.9,0.7,0.6,1.7,2.49,10.13,0.26,0.09,0.08,0.23,31.4,NA,
DO.0243,M,G7,LGDO-M-01,6/19/2011,1/22/2013,583,Bld-2 83wks,38.81,6.67,10.26,12,45.3,44.2,11.7,26.5,1715,4.8,2.13,218.2,56.3,36,3.7,1.7,0.3,2,3.76,2.4,0.25,0.12,0.02,0.13,31.3,NA,
DO.0244,M,G7,LGDO-M-01,6/21/2011,1/22/2013,581,Bld-2 83wks,69.51,7.36,12.06,16.7,52.9,43.9,13.9,31.6,2008,4.9,2.21,266.6,60.4,31.5,5,2.5,0.3,0.3,4.45,2.32,0.37,0.18,0.02,0.02,31,NA,
DO.0245,M,G7,LGDO-M-01A,6/21/2011,1/22/2013,581,Bld-2 83wks,38.15,11.77,8.27,13.2,44.3,53.6,16,29.8,1878,4.7,5.98,494.1,71.1,23.3,2.5,1.2,0.2,1.7,8.37,2.74,0.29,0.14,0.03,0.2,28.9,NA,
DO.0246,M,G7,LGDO-M-02,6/22/2011,1/22/2013,580,Bld-2 83wks,39.53,9.55,11.41,15.9,51,44.7,13.9,31.1,1347,5.1,1.69,192.8,14.4,80,3.3,1.4,0.3,0.5,1.38,7.64,0.31,0.14,0.03,0.05,29.4,NA,
DO.0247,M,G7,LGDO-M-02A,6/20/2011,1/22/2013,582,Bld-2 83wks,40.48,7.06,10.56,15.3,48.4,45.8,14.5,31.7,2066,5.1,3.03,320.4,29.8,62.5,4.9,2.3,0.2,0.3,2.1,4.41,0.35,0.16,0.02,0.02,30.2,NA,
DO.0249,M,G7,LGDO-M-02B,6/23/2011,1/22/2013,579,Bld-2 83wks,45.88,9.53,10.06,15.2,46.5,46.2,15.1,32.7,1613,4.7,4.54,456.5,24.7,63.9,5.3,5.3,0.3,0.6,2.35,6.09,0.5,0.51,0.03,0.06,32,NA,
DO.0251,M,G7,LGDO-M-03,6/22/2011,1/22/2013,580,Bld-2 83wks,33.58,9.04,17.87,1.8,65.7,36.7,1,2.8,1337,5,4.52,807.6,33.4,58.2,5.2,2.4,0.3,0.5,3.02,5.26,0.47,0.22,0.03,0.04,29.4,NA,
DO.0254,M,G7,LGDO-M-03,6/24/2011,1/22/2013,578,Bld-2 83wks,60.76,14.92,10.78,12.5,47.1,43.7,11.6,26.6,1849,5,3.32,357.7,49,46.7,1.7,1.8,0.2,0.6,7.32,6.97,0.25,0.26,0.03,0.09,31.5,NA,
DO.0255,M,G7,LGDO-M-03,6/24/2011,1/22/2013,578,Bld-2 83wks,33.56,8.55,11.02,16.3,51.7,46.9,14.8,31.5,1664,5.1,2.9,319.3,16.9,71.5,4.5,4.6,1.4,1,1.45,6.11,0.39,0.39,0.12,0.09,30,NA,
DO.0256,M,G7,LGDO-M-04A,6/21/2011,1/22/2013,581,Bld-2 83wks,40.13,17.93,10.35,15,47.2,45.6,14.5,31.8,1976,5.7,4.34,449.5,15.5,78.7,2.1,1.5,0.5,1.7,2.78,14.1,0.37,0.28,0.09,0.3,30.7,NA,
DO.0257,M,G7,LGDO-M-04,6/20/2011,1/22/2013,582,Bld-2 83wks,63.82,4.2,11.03,15.7,48.2,43.7,14.2,32.5,1374,5.1,2.69,296.8,26.1,57.4,4.9,11,0.4,0.3,1.1,2.41,0.21,0.46,0.01,0.01,30.8,NA,
DO.0258,M,G7,LGDO-M-04,6/24/2011,1/22/2013,578,Bld-2 83wks,36.96,14.17,10.93,15.2,47.9,43.9,13.9,31.8,1142,5.1,2.97,324.8,12.3,80.8,2.9,2.6,0.4,1,1.74,11.46,0.42,0.36,0.05,0.14,30.2,NA,
DO.0259,M,G7,LGDO-M-04,6/19/2011,1/22/2013,583,Bld-2 83wks,36.71,13.89,11.64,14.8,46.3,39.8,12.7,32,1272,4.9,3.66,426.1,12.8,80.7,4,1.5,0.3,0.6,1.78,11.21,0.56,0.21,0.04,0.09,30.5,NA,
DO.0260,M,G7,LGDO-M-04,6/20/2011,1/22/2013,582,Bld-2 83wks,37.98,5.27,10.28,13,43,41.9,12.7,30.2,1646,5,4.85,498.2,18.8,65.7,4.5,9.9,0.6,0.6,0.99,3.46,0.24,0.52,0.03,0.03,29.2,NA,
DO.0261,M,G7,LGDO-M-05,6/24/2011,1/22/2013,578,Bld-2 83wks,46.53,8.97,8.91,12.1,39.3,44,13.5,30.7,2010,5,3.73,332.6,25,67.3,4.5,2,0.2,0.9,2.25,6.04,0.4,0.18,0.02,0.08,29.6,NA,
DO.0263,M,G7,LGDO-M-05,6/24/2011,1/22/2013,578,Bld-2 83wks,29.01,6.03,10.28,14.1,44.5,43.2,13.7,31.8,2178,4.9,3.19,328.3,27.6,64,3.4,3.7,0.3,1,1.66,3.86,0.21,0.22,0.02,0.06,30.9,NA,
DO.0266,M,G7,LGDO-M-06,6/23/2011,1/22/2013,579,Bld-2 83wks,35.33,6.1,12.31,15.5,50.2,40.8,12.6,31,2728,5.2,2.51,309,28.6,59.4,4.3,6,0.9,0.9,1.74,3.62,0.26,0.36,0.05,0.05,30.1,NA,
DO.0269,M,G7,LGDO-M-06B,6/22/2011,1/22/2013,580,Bld-2 83wks,49.67,10.19,9.83,14.9,46.7,47.5,15.2,31.9,1800,5.4,2.49,245.1,23.4,70.6,1.7,3.2,0.5,0.7,2.39,7.19,0.17,0.32,0.05,0.07,30.5,NA,
DO.0270,M,G7,LGDO-M-06C,6/23/2011,1/22/2013,579,Bld-2 83wks,46.12,4.67,11.85,14.4,45.3,38.3,12.2,31.8,1754,4.9,3.07,364,38.9,52.7,4.8,2.7,0.5,0.4,1.82,2.46,0.22,0.13,0.02,0.02,30.9,NA,
DO.0271,M,G7,LGDO-M-07,6/29/2011,1/29/2013,580,Bld-2 83wks,34.72,11.16,10.24,15,45,44,14.7,33.4,1748,5.3,3.48,356.5,31.8,55.4,4.8,7.2,0.4,0.4,3.55,6.19,0.54,0.8,0.05,0.04,31.7,NA,
DO.0272,M,G7,LGDO-M-07,6/30/2011,1/29/2013,579,Bld-2 83wks,40.36,6.79,9.2,12.5,40.4,44,13.6,30.8,3077,5.5,2.81,258.2,36.9,54.6,3.9,3.9,0.4,0.2,2.51,3.71,0.27,0.27,0.03,0.02,29.9,NA,
DO.0273,M,G7,LGDO-M-07,6/30/2011,1/29/2013,579,Bld-2 83wks,42.07,11.17,9.32,13.5,43.3,46.5,14.5,31.3,1530,6,8.21,764.6,9.2,84.5,2,3.3,0.2,0.7,1.03,9.44,0.23,0.36,0.02,0.08,29.9,NA,
DO.0274,M,G7,LGDO-M-07,6/30/2011,1/29/2013,579,Bld-2 83wks,38.06,4.83,11.92,15.6,48.7,40.9,13.1,32,1894,6.2,2.78,331,26.8,65.2,3.6,2.1,0.6,1.7,1.29,3.15,0.17,0.1,0.03,0.08,30.3,NA,
DO.0275,M,G7,LGDO-M-07,6/30/2011,1/29/2013,579,Bld-2 83wks,36.24,19.27,10.5,14.9,45.9,43.7,14.2,32.5,1492,6.2,3.03,317.9,12.2,79.8,2.6,3.7,0.5,1.2,2.36,15.38,0.49,0.71,0.1,0.23,30.9,NA,
DO.0276,M,G7,LGDO-M-08,6/29/2011,1/29/2013,580,Bld-2 83wks,31.94,14.93,10.8,12.8,40.6,37.6,11.8,31.5,2997,5.6,3.64,392.6,27.5,65.9,2.2,3.3,0.6,0.5,4.1,9.85,0.33,0.49,0.08,0.08,31,NA,
DO.0277,M,G7,LGDO-M-08,6/30/2011,1/29/2013,579,Bld-2 83wks,46.04,9.69,11.1,15.8,48.4,43.6,14.2,32.6,1496,5.8,2.54,281.8,24.6,68.2,4.1,1.7,0.4,0.9,2.38,6.61,0.4,0.17,0.04,0.09,31.1,NA,
DO.0278,M,G7,LGDO-M-08,6/30/2011,1/29/2013,579,Bld-2 83wks,44.74,8.1,9.48,12.1,37.7,39.7,12.8,32.2,2097,6.1,4.5,426.9,22.6,73,2.9,0.9,0.1,0.4,1.83,5.91,0.24,0.07,0.01,0.03,30.8,NA,
DO.0279,M,G7,LGDO-M-08,7/1/2011,1/29/2013,578,Bld-2 83wks,38.82,10.24,10.24,16.4,49.4,48.3,16,33.1,1539,5.7,2.26,231.7,18.8,71.1,4.4,4.7,0.4,0.7,1.92,7.28,0.45,0.48,0.04,0.07,31.7,NA,
DO.0280,M,G7,LGDO-M-08,6/30/2011,1/29/2013,579,Bld-2 83wks,41.57,9.13,12.07,15.5,48.7,40.3,12.8,31.9,948,5.5,2.94,354.4,23.2,65.5,3.5,3.9,0.3,3.5,2.12,5.98,0.32,0.36,0.03,0.32,29.6,NA,
DO.0281,M,G7,LGDO-M-09,6/30/2011,1/29/2013,579,Bld-2 83wks,38.54,17.35,8.35,13.4,42.4,50.8,16.1,31.6,2120,6,4.32,360.4,16.9,74.8,3.9,3.2,0.5,0.7,2.92,12.97,0.68,0.56,0.08,0.13,29.7,NA,
DO.0282,M,G7,LGDO-M-09D,6/30/2011,1/29/2013,579,Bld-2 83wks,42.28,6.31,8.64,11.5,37.6,43.5,13.3,30.5,1900,5.8,3.97,342.6,19.2,71.5,6.4,1.8,0.4,0.7,1.21,4.51,0.4,0.11,0.03,0.04,30,NA,
DO.0283,M,G7,LGDO-M-09A,6/29/2011,1/29/2013,580,Bld-2 83wks,32.73,5.9,7.77,12.7,43.1,55.5,16.3,29.4,2737,5.9,9.03,701.7,55.9,33.9,6.5,2.2,0.4,1.1,3.29,2,0.38,0.13,0.02,0.06,28.6,NA,
DO.0284,M,G7,LGDO-M-09C,6/30/2011,1/29/2013,579,Bld-2 83wks,43.75,5.72,7.23,12.5,41.7,57.7,17.3,30,1754,5.7,7.85,567.3,52.2,36.9,4.6,4.4,0.3,1.6,2.99,2.11,0.27,0.25,0.02,0.09,28.7,NA,
DO.0285,M,G7,LGDO-M-09B,6/29/2011,1/29/2013,580,Bld-2 83wks,41.9,2.21,9.73,13.6,44.1,45.3,14,31,2066,5.9,2.38,231.2,41.5,47.9,3.6,6.4,0.3,0.3,0.92,1.06,0.08,0.14,0.01,0.01,30.5,NA,
DO.0286,M,G7,LGDO-M-10A,6/30/2011,1/29/2013,579,Bld-2 83wks,52.96,13.96,10.65,15.6,49.3,46.3,14.7,31.7,1803,5.7,3.87,412.7,18.7,73.8,2.7,4.1,0.3,0.5,2.6,10.29,0.37,0.58,0.04,0.07,30.7,NA,
DO.0287,M,G7,LGDO-M-10,6/27/2011,1/29/2013,582,Bld-2 83wks,32.72,4.11,11.46,15.4,49.3,43,13.4,31.2,2454,5.9,3.1,355.4,41.6,47,3.7,6.8,0.6,0.4,1.71,1.93,0.15,0.28,0.02,0.02,30.2,NA,
DO.0288,M,G7,LGDO-M-10,6/29/2011,1/29/2013,580,Bld-2 83wks,30.89,4.43,11.09,16.2,50.9,45.9,14.6,31.9,1740,6.7,2.94,326.5,48.8,39.6,4.7,6.6,0.2,0.1,2.16,1.75,0.21,0.29,0.01,0.01,29.9,NA,
DO.0292,M,G7,LGDO-M-11,6/28/2011,2/6/2013,589,Bld-2 83wks,44.02,8.6,11.1,16.3,48,43.2,14.7,34,1408,6.9,2.96,328.1,16.6,71.3,3,8.2,0.5,0.5,1.43,6.13,0.26,0.7,0.04,0.05,31.9,NA,
DO.0293,M,G7,LGDO-M-11,6/25/2011,2/6/2013,592,Bld-2 83wks,26.98,17.72,10.03,12.2,41.1,41,12.2,29.7,2670,6.9,3.57,358.5,36.9,53.7,3.1,5.1,0.4,0.9,6.53,9.52,0.54,0.89,0.07,0.15,27.9,NA,
DO.0294,M,G7,LGDO-M-11,6/25/2011,2/6/2013,592,Bld-2 83wks,37.55,4.46,11.18,15.9,49.3,44,14.3,32.4,1854,7.4,3.8,425.2,26.7,60.2,5.1,6.5,0.8,0.7,1.19,2.69,0.23,0.29,0.03,0.03,30.3,NA,
DO.0295,M,G7,LGDO-M-11,6/27/2011,2/6/2013,590,Bld-2 83wks,37.57,6.86,10.71,15.9,47.2,44.1,14.9,33.7,1634,7.8,2.2,235.8,10.6,83.3,2.6,2.9,0.3,0.3,0.72,5.72,0.18,0.2,0.02,0.02,31.4,NA,
DO.0296,M,G7,LGDO-M-12,6/30/2011,2/6/2013,587,Bld-2 83wks,40.48,9.7,13.48,18.5,55.7,41.3,13.7,33.2,1184,6.3,4.36,587.9,28,61.7,7.1,2.2,0.4,0.6,2.71,5.98,0.69,0.22,0.04,0.06,30.9,NA,
DO.0297,M,G7,LGDO-M-12A,6/25/2011,2/6/2013,592,Bld-2 83wks,43.29,4.24,10.4,15.6,47.5,45.7,15,32.7,1080,7.4,2.76,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,
DO.0299,M,G7,LGDO-M-12,6/29/2011,2/6/2013,588,Bld-2 83wks,36.71,7.61,11.33,16.7,51.4,45.4,14.8,32.5,1334,6.9,3.39,383.9,21.2,59.2,5.6,NA,0.3,0.2,1.61,4.51,0.42,NA,0.02,0.02,30.1,NA,
DO.0300,M,G7,LGDO-M-12,7/1/2011,2/6/2013,586,Bld-2 83wks,38.93,6.08,13.2,11.1,36.9,27.9,8.4,30.1,1507,7,7.01,926.1,57.2,26.4,2.5,8.5,0.3,5.1,3.48,1.61,0.15,0.51,0.02,0.31,28.6,NA,
DO.0301,M,G8,LGDO-M-13,10/24/2011,5/22/2013,576,Bld-2 83wks,45.44,10.86,10.46,14.5,46.8,44.7,13.9,31,2309,6.8,3.17,331.8,22.9,70.7,4.5,1.3,0.2,0.5,2.48,7.67,0.48,0.14,0.02,0.06,31.5,NA,
DO.0302,M,G8,LGDO-M-13,10/24/2011,5/22/2013,576,Bld-2 83wks,32.92,14.21,11.64,16.3,52.9,45.4,14,30.7,1769,6.1,3.2,372.8,20.4,71.2,2.6,4.6,0.2,0.8,2.91,10.12,0.37,0.66,0.04,0.11,30.9,NA,
DO.0303,M,G8,LGDO-M-13,10/22/2011,5/22/2013,578,Bld-2 83wks,47.62,7.17,10.65,15,47.5,44.6,14.1,31.6,1503,5.8,2.93,311.8,15.9,77.5,3.7,2.2,0.2,0.5,1.14,5.56,0.26,0.16,0.02,0.03,32.1,NA,
DO.0304,M,G8,LGDO-M-13,10/26/2011,5/22/2013,574,Bld-2 83wks,50.18,6.04,10.51,15.6,51.9,49.4,14.9,30.1,2145,5.5,3.44,361.7,15.7,77.3,3.2,3.2,0.2,0.4,0.95,4.67,0.19,0.2,0.01,0.02,30.9,NA,
DO.0305,M,G8,LGDO-M-13,10/22/2011,5/22/2013,578,Bld-2 83wks,31.93,17.89,9.56,13.7,43.1,45,14.3,31.8,2158,7.2,4.72,450.9,21.4,69.9,6.1,0.7,0.4,1.5,3.82,12.5,1.09,0.13,0.08,0.27,32,NA,
DO.0306,M,G8,LGDO-M-14,10/25/2011,5/22/2013,575,Bld-2 83wks,33.04,6.24,8.41,12.3,38.7,46,14.6,31.7,45,22.6,5.91,497,31,60.9,2.2,4.8,0.3,0.7,1.94,3.81,0.14,0.3,0.02,0.04,32.4,NA,
DO.0307,M,G8,LGDO-M-14A,10/27/2011,5/22/2013,573,Bld-2 83wks,41.9,7.95,11.5,16.2,53.6,46.6,14.1,30.3,1561,7,2.74,314.9,10,81.3,2.3,5.7,0.2,0.6,0.79,6.47,0.18,0.45,0.01,0.04,31,NA,
DO.0308,M,G8,LGDO-M-14B,10/24/2011,5/22/2013,576,Bld-2 83wks,36.65,6.81,10.77,16.9,52.2,48.5,15.7,32.3,1122,7.7,3.05,328.3,13.7,67.3,4.5,13.7,0.5,0.4,0.93,4.58,0.31,0.93,0.03,0.02,31.3,NA,
DO.0309,M,G8,LGDO-M-14D,10/27/2011,5/22/2013,573,Bld-2 83wks,30.97,9.85,11.03,15.5,49.6,45,14.1,31.3,1566,6.5,2.46,271.6,28.4,63.3,1.8,6,0.3,0.2,2.8,6.23,0.18,0.59,0.03,0.02,31.4,NA,
DO.0311,M,G8,LGDO-M-15,10/24/2011,5/22/2013,576,Bld-2 83wks,37.48,7.04,10.22,14.6,46.8,45.8,14.2,31.1,3798,6.4,2.57,262.4,17.9,73.4,3.4,4.7,0.4,0.3,1.26,5.17,0.24,0.33,0.03,0.02,30.7,NA,
DO.0312,M,G8,LGDO-M-15,10/22/2011,5/22/2013,578,Bld-2 83wks,42.54,6.25,10.65,14.7,46,43.2,13.8,32,1797,5.6,2.75,292.7,23.7,67.4,5.1,2.4,0.5,0.9,1.48,4.21,0.32,0.15,0.03,0.06,32.1,NA,
